item_id,name,calories,protein,carbs,fat,fiber,diet_type,meal_type,goal_tag
1483,Roasted Chicken Delight,611,32,16,22,2,Non-Vegetarian,Snack,Muscle Gain
1484,Garlic Beef with Garlic Sauce,673,43,50,9,5,Non-Vegetarian,Snack,Muscle Gain
1485,Healthy Chicken with Steamed Veggies,616,38,70,27,7,Non-Vegetarian,Snack,Muscle Gain
1486,Healthy Wrap with Steamed Veggies,526,45,19,15,2,Vegetarian,Snack,Maintenance
1487,Spicy Avocado Toast Platter,261,37,57,4,5,Vegetarian,Snack,Weight Loss
1488,Garlic Soup with Olive Oil,274,16,83,24,8,Non-Vegetarian,Snack,Weight Loss
1489,Steamed Salmon with Olive Oil,790,14,34,12,3,Non-Vegetarian,Snack,Muscle Gain
1490,Classic Salmon Special,250,33,66,28,6,Non-Vegetarian,Snack,Weight Loss
1491,Creamy Salmon with Avocado,424,37,26,12,2,Non-Vegetarian,Snack,Maintenance
1492,Creamy Wrap Platter,791,22,26,23,2,Non-Vegetarian,Snack,Muscle Gain
1493,Steamed Beef with Avocado,414,40,80,23,8,Non-Vegetarian,Snack,Maintenance
1494,Classic Quinoa Salad with Avocado,605,18,67,22,6,Vegetarian,Snack,Muscle Gain
1495,Steamed Salmon with Garlic Sauce,528,13,67,15,6,Non-Vegetarian,Snack,Maintenance
1496,Garlic Wrap with Steamed Veggies,680,35,23,10,2,Vegan,Snack,Muscle Gain
1497,Garlic Quinoa Salad with Steamed Veggies,800,28,66,14,6,Vegetarian,Snack,Muscle Gain
1498,Grilled Oatmeal with Garlic Sauce,669,10,52,5,5,Vegetarian,Snack,Muscle Gain
1499,Classic Lentil with Avocado,554,21,80,15,8,Vegetarian,Snack,Maintenance
1500,Garlic Stir-Fry Delight,521,11,45,32,4,Non-Vegetarian,Snack,Maintenance
